,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1 Total Costs,A.1_Expected Number of Deaths,A.1_Expected Annual Damage,A.2 Total Costs,A.2_Expected Number of Deaths,A.2_Expected Annual Damage,A.3 Total Costs,A.3_Expected Number of Deaths,A.3_Expected Annual Damage,A.4 Total Costs,A.4_Expected Number of Deaths,A.4_Expected Annual Damage,A.5 Total Costs,A.5_Expected Number of Deaths,A.5_Expected Annual Damage,RfR Total Costs,Expected Evacuation Costs
390,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,3,1,0,5,2,2,3,7,2,5,0,2,0,0,2,2,88511693.9986257,0.0,0.0,145951005.06842613,0.0003757259462630352,2613008.384022089,101234617.08095992,0.0,0.0,12384531.17354481,0.0004003112720773529,5052450.9540230315,274067971.3327436,0.02858750022488305,216994566.3194704,891600000.0,17614.05372384774
391,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,2,5,0,0,0,6,0,4,2,5,1,0,4,5,6,3,53972506.18695759,0.0,0.0,70407864.86818692,0.0007532670177172305,4362761.428082042,86990810.17558372,0.0,0.0,17063402.004901405,7.049871036743187e-05,716113.2119367215,128241259.34051013,0.0,0.0,1245700000.0,280.6632187711844
392,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,3,4,4,6,6,7,0,3,4,6,2,3,1,5,5,155749382.096252,0.0,0.0,256566302.71167576,0.0,0.0,58204655.664147384,0.010474256169815333,4803022.465778513,32616604.291492917,0.0,0.0,155874679.88425255,0.05272496733738511,48038790.97117071,656500000.0,0.0
393,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,2,0,3,2,6,2,5,6,4,1,0,1,0,1,6,6,83497824.69174261,0.0,0.0,196159167.786688,0.0,0.0,92105183.62711218,0.0,0.0,10013791.476246014,0.00036739166506244577,3692991.166579771,229622982.4627238,0.018367909405336447,111983199.27722643,1014500000.0,7334.088537455312
394,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,3,3,6,0,4,2,1,1,3,3,1,0,3,1,2,9,109448217.91765803,0.0,0.0,149123927.43046832,0.0,0.0,73003113.46313787,0.0,0.0,16595008.787399713,0.00012573093977048024,1531940.6070487534,264171591.76559743,0.02007824111365323,151866746.02147335,1263000000.0,11984.628271656478
395,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,4,5,2,3,5,4,0,1,1,5,3,5,6,5,0,159994517.04263675,0.0,0.0,183367572.6956553,0.0,0.0,47240742.819205076,0.004701083770076207,5948523.537432123,35550925.35628089,0.0,0.0,85142397.97480127,0.0,0.0,789100000.0,156.12529064633168
396,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,2,0,1,0,7,6,5,7,6,2,1,1,7,6,1,6,32694901.094161935,0.0,0.0,248824969.30681318,0.0,0.0,108256283.37658635,0.0,0.0,28110557.82447955,0.0,0.0,121855873.5953589,0.0,0.0,1798100000.0,0.0
397,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,2,5,9,2,5,2,6,8,5,6,0,2,3,0,1,2,214466797.00854892,0.0,0.0,193619314.78877616,0.0,0.0,123562050.85189733,0.0,0.0,18663159.09723208,0.0002207301282346304,2290080.2336400603,115101132.95873934,0.010051422968952613,61543317.18984689,908600000.0,4071.4443897971205
398,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,2,4,7,7,1,2,0,6,0,1,0,2,1,0,3,7,224396506.97301042,0.0,0.0,85093657.09414715,0.0004539372077351404,2566977.5701913354,56232105.137590505,0.0,0.0,14719438.782109013,5.6084137563187336e-05,627203.4771935174,174869393.3092184,0.015627590053151792,95637392.58700562,1168700000.0,6279.92182945055
399,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,3,6,3,7,2,7,8,1,6,0,3,4,7,2,5,166672954.0019974,0.0,0.0,226690981.82178843,0.0,0.0,106330279.86759496,0.0,0.0,21312346.386876762,0.0013739205517124186,2135515.4229086796,128711732.55923322,0.0,0.0,795000000.0,0.0
400,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,6,7,2,1,5,1,0,0,0,5,6,6,1,7,144075745.84278923,0.0,0.0,152045805.57553035,0.00046965743282879413,2613008.384022089,35092314.62182825,0.004941774346006461,14793026.994507562,30788113.662358765,0.0004693863723238344,4830360.010968699,126815106.79993652,0.0,0.0,466300000.0,1095.14825506385
401,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,2,3,0,0,3,4,7,2,5,1,1,2,6,0,3,5,42291505.65437629,0.0,0.0,199616143.74399394,0.0,0.0,79783146.3125129,0.0003803840238975303,1133290.0864035948,30100804.078930527,0.00022887402649151138,2276060.15086098,252312573.9210922,0.02981834989641049,181394612.19758457,891600000.0,11683.11941175421
402,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,4,2,4,7,1,7,1,7,1,5,2,2,4,0,2,7,171787464.3741322,0.0,0.0,166685619.64943326,0.000366742960495233,2580129.2312858356,97583078.29857512,0.0,0.0,26263660.448536433,0.0,0.0,274590153.11152637,0.02626436408758428,199746546.81538418,742800000.0,18524.365209837975
403,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,4,3,4,3,0,3,2,2,5,7,0,7,5,47847947.961454235,0.0,0.0,167388993.22428545,0.0,0.0,57140422.024354264,0.006647373347556282,8423554.358250517,37213531.820345156,0.0,0.0,123708885.77091028,0.012892744777599687,33113443.88971782,793300000.0,1500.7284593644326
404,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,7,1,7,0,4,4,1,5,2,7,0,2,7,181186165.6944571,0.0,0.0,121921683.06680758,0.009225751050539566,7855859.176619638,83164347.00555347,0.0,0.0,37785454.503663704,0.0,0.0,272261258.2520691,0.2160720425001849,197417651.9559269,456000000.0,0.0
405,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,5,7,6,1,1,1,2,6,4,2,5,4,6,3,1,225446533.21101338,0.0,0.0,121844574.49983285,0.0013306005040364885,3143946.204700698,90295134.6959387,0.0,0.0,31436225.707808636,0.0,0.0,111282385.23650354,0.0,0.0,1287600000.0,100.66256429013907
406,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,2,5,2,2,2,1,0,10,1,3,7,9,1,6,0,142113162.79899588,0.0,0.0,134992540.83473215,0.003175964481030972,2632735.8756638416,87727524.21389787,0.033564156434056636,15106918.491544535,49617304.29322819,0.0,0.0,110322466.60160547,0.04744151480680799,43635394.286544114,812900000.0,0.0
407,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,2,4,9,1,1,0,0,6,7,0,1,3,6,6,2,6,195981028.55578184,0.0,0.0,45946054.66233806,0.0013618116232054212,7700932.710574007,73264038.44066289,0.0,0.0,29619932.753384963,1.5497487347050635e-05,159841.21473717922,126705544.87003101,0.0,0.0,1130400000.0,419.6673377094851
408,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,2,3,6,0,0,1,2,9,2,2,5,1,2,2,7,3,109448217.91765803,0.0,0.0,92808063.60083646,0.0017894916207653955,10281384.076880656,102684661.53654462,0.0,0.0,27515640.930190742,0.0,0.0,140371749.49035525,0.004017325115316333,24459421.694286533,607900000.0,2089.9378898322484
409,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,2,5,7,2,5,6,0,1,0,5,7,7,7,4,3,181186165.6944571,0.0,0.0,190508941.66248107,0.00025439319139972637,593124.5574618633,25107986.12605288,0.003778834158611159,4808698.498732191,49283477.94245806,0.0,0.0,130344347.59154893,0.0,0.0,569600000.0,145.86012504966013
410,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,3,0,2,5,2,3,6,7,2,1,5,6,0,3,5,6,94979303.71425684,0.0,0.0,174713658.13392517,0.0003721327519559145,2599856.7229275885,89734451.95909594,0.0,0.0,25957753.651390065,0.0,0.0,139712276.86107564,0.0021577178106032685,16100506.539452553,917900000.0,1410.473968467833
411,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,2,2,4,2,2,5,7,6,3,5,6,7,7,6,7,9,134005503.41252983,0.0,0.0,199707106.56957513,0.00010599716308321934,593124.5574618633,99968847.12278569,0.0,0.0,52106993.465831816,0.0,0.0,176545197.41236976,0.0,0.0,607900000.0,31.39604410934539
412,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6,4,6,0,4,2,5,6,2,0,7,6,2,1,6,204216615.22867584,0.0,0.0,104844224.94762212,0.0028915032650505723,2507795.0952660805,98021467.5403816,0.0,0.0,30185557.33409556,0.0,0.0,100901659.18247835,0.0022019539204668993,2000981.2723908008,1962000000.0,0.0
413,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,5,4,6,1,5,8,5,3,0,4,3,7,2,1,174327584.92188603,0.0,0.0,187995992.34173003,0.0,0.0,112417091.635077,0.0,0.0,24242350.19299744,0.00047706500597048055,4877722.169388859,112962349.39735946,0.0,0.0,115300000.0,323.6393150766651
414,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,3,0,8,0,7,7,7,7,3,0,5,1,6,0,1,1,76299088.11882158,0.0,0.0,283422581.3384405,0.0,0.0,64835987.44502628,0.0,0.0,33943628.99966277,0.0,0.0,366584666.40328985,0.04152448784612172,315654695.2027469,658200000.0,24802.653016430268
415,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5,1,2,6,3,7,5,1,7,6,8,1,5,7,138063691.23321566,0.008433547195989682,9554409.890273422,178684081.8478131,0.003175964481030972,2632735.8756638416,101036232.36482415,0.0,0.0,55118076.78901774,0.0,0.0,164288666.8843788,0.05178580452502145,47256990.16980758,377300000.0,0.0
416,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,3,7,1,0,0,10,4,0,2,2,4,10,10,6,5,0,109503342.08350585,0.0,0.0,181845915.45229954,0.001051880703721113,7653783.933862039,45876507.22344398,0.0,0.0,65639698.03911768,0.0,0.0,85142397.97480127,0.0,0.0,991300000.0,509.48489494113375
417,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,2,7,0,0,1,7,7,3,1,5,4,3,3,1,5,110130504.5881955,0.0,0.0,134627383.18481773,0.00361377161873364,20561559.294629782,93241572.7977978,0.0,0.0,33975899.12695761,0.0,0.0,99996697.59630913,0.0,0.0,546500000.0,1094.0804051732557
418,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,2,5,6,2,5,7,0,0,0,5,0,7,6,5,3,171796527.05181122,0.0,0.0,199707106.56957513,0.00025439319139972637,593124.5574618633,14406532.966189003,0.011308579030652792,14406532.966189003,27939401.706900492,0.0,0.0,129065779.96707408,0.0,0.0,825700000.0,399.6734196359963
419,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,3,7,5,7,5,0,5,4,1,0,0,0,7,1,1,193182852.58200318,0.0,0.0,148478841.59446153,0.0,0.0,87498935.4190952,0.0,0.0,10454332.058245035,0.006748643414300795,10454332.058245035,108628166.34997386,0.0,0.0,535300000.0,0.0
420,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9,3,7,5,6,9,2,6,0,0,3,7,1,1,142489096.8745909,0.0,0.0,247322351.75781894,0.0,0.0,116043325.58031033,0.0,0.0,15422962.40210474,0.004499095609533863,6969554.70549669,108628166.34997386,0.0,0.0,456000000.0,0.0
421,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,2,1,2,0,2,7,1,0,2,5,1,1,0,0,3,4,71223146.50296113,0.0,0.0,175612276.49535313,0.00047639467215464585,2632735.8756638416,73058544.6118551,0.006713191284313691,20090571.16752777,13039585.881813115,1.908969404598809e-05,181998.10756242092,158228364.921421,0.014785681970192824,90959898.58884472,982100000.0,6841.536986994571
422,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,3,4,0,1,7,2,8,4,6,1,1,4,0,2,4,95213987.28559849,0.0,0.0,174566516.34064284,0.005282690964328988,4477358.437828632,118822681.190586,0.0,0.0,23949654.669721022,0.0004773967846575498,722964.7216213354,173272675.19648245,0.119752312263625,109997306.70590037,879600000.0,0.0
423,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,3,8,0,0,7,3,0,4,2,2,5,7,7,6,5,126682524.73632845,0.0,0.0,146423659.35074642,0.005248305846936454,12579454.342126034,63022757.387581185,0.008887184828086522,11262713.051919995,37213531.820345156,0.0,0.0,151912420.96166015,0.0,0.0,629400000.0,700.6178519720072
424,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,6,1,2,1,1,0,7,7,5,0,0,0,6,4,144970731.54380167,0.0,0.0,128636163.89168371,0.0011271778387891055,2613008.384022089,92472907.5342749,0.011867010912480878,14955533.97690885,11068771.68625446,0.0,0.0,228366362.03569782,0.057739357191630064,147260508.1765478,417700000.0,6127.053195412406
425,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,5,5,0,3,7,5,4,0,2,5,0,0,1,1,10,117818559.7239252,0.0,0.0,212068525.36524838,0.0,0.0,51760044.33566119,0.0,0.0,11068771.68625446,0.0,0.0,285480895.93109524,0.06837704605341671,172330476.8690678,807000000.0,6522.510342124793
426,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,5,9,6,2,9,2,4,3,0,1,10,7,2,1,4,252021054.83795828,0.0,0.0,201626748.91793403,0.0007134877622387197,596128.8193198625,54082305.45306664,0.0,0.0,50316578.9531249,0.0015258268432767428,2276060.15086098,188606612.7871133,0.1087683289301388,97333907.74938582,704500000.0,0.0
427,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,0,3,4,10,5,5,7,0,0,2,3,4,1,7,121644599.3504275,0.0,0.0,262294575.4940241,0.0,0.0,69280335.38441503,0.0,0.0,20615602.365344856,0.0027645377295306105,4242523.501752835,119084479.79466355,0.005413102338221367,4790414.062904921,423600000.0,0.0
428,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,3,5,4,1,7,2,1,4,5,6,5,4,0,5,5,164592029.08386078,0.0,0.0,177945017.07943386,0.009225751050539566,7855859.176619638,85456852.62656462,0.008396511516954842,3785281.0923864,40157991.28163976,0.0,0.0,232015059.11046913,0.1656943914939965,151952200.66182822,1109400000.0,0.0
429,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,5,9,2,1,2,0,1,2,7,0,1,4,0,3,5,214466797.00854892,0.0,0.0,85093657.09414715,0.003026248051567603,2566977.5701913354,81075542.59168705,0.0,0.0,22006432.877734914,0.0036654603854639548,5659144.0847702315,163232087.97768426,0.10019270790423979,92314126.25417662,872000000.0,0.0
430,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,2,5,3,1,3,6,0,7,2,5,0,0,1,5,1,3,146778470.53340834,0.0,0.0,120892243.43187523,0.0,0.0,101234617.08095992,0.0,0.0,15579081.25780564,0.0009057918697418391,9258280.948139397,108178907.1379258,0.0008054028697489642,4753994.726982412,868400000.0,905.9655134398145
431,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,4,1,6,5,6,3,5,2,5,0,6,7,0,2,7,157070751.6108724,0.0,0.0,206773106.08795622,0.0,0.0,91456152.10972479,0.0,0.0,34911294.05182393,0.001144956014329153,4877722.169388859,268946916.222345,0.07635268357872332,194103309.9262028,581600000.0,7613.599994642282
432,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,3,3,4,4,4,0,1,4,7,2,2,1,5,6,89068254.21950817,0.0,0.0,184206799.7895329,0.0,0.0,53553416.77783817,0.004701083770076207,5948523.537432123,33458974.456726406,0.0,0.0,233353740.42403805,0.047873832844435533,121117434.97479129,619900000.0,4760.15650765985
433,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,4,2,1,1,1,1,7,4,6,0,3,7,6,2,6,130459909.52246656,0.0,0.0,129169495.85577388,0.004448448216983349,10468867.560641726,113065055.38858135,0.0,0.0,27539154.98853662,0.0007424419244771332,3311570.204014396,126705544.87003101,0.0,0.0,940200000.0,472.04035512074256
434,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,2,4,2,1,4,5,5,0,0,6,1,0,0,5,7,2,130459909.52246656,0.0,0.0,201702786.22359943,0.0,0.0,41086947.291270785,0.003191108393550463,9688149.572559174,6320800.309666242,0.0,0.0,130228550.45096281,0.0,0.0,1428400000.0,422.01321262321454
435,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3,6,2,7,2,7,8,6,6,6,3,4,0,2,2,159858321.31843358,0.0,0.0,226690981.82178843,0.0,0.0,128625011.94108927,0.0,0.0,36046598.4426796,0.0,0.0,278000958.9341669,0.24295379365018788,220927553.92089373,666200000.0,0.0
436,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,3,7,0,0,1,2,4,3,5,5,5,4,0,6,0,117657018.40774402,0.0,0.0,94819482.08985256,0.005189913471946499,12292802.565896751,90516936.7066327,0.0,0.0,37729292.17227027,0.0,0.0,115133064.43311617,0.029012483296652965,74859392.04939216,454300000.0,3304.2300613240204
437,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,4,10,7,6,6,1,4,2,1,1,0,0,6,1,6,265702120.8988421,0.0,0.0,204079832.51039457,0.0,0.0,76593351.75454009,0.0,0.0,13186979.037594363,0.001662678203844668,6866178.727928122,121855873.5953589,0.0,0.0,589200000.0,267.2370068649582
438,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,5,0,2,0,6,7,4,1,5,1,7,4,3,0,88511693.9986257,0.0,0.0,114649533.794695,0.0005161735918180911,1195261.9004977252,97002336.79609565,0.0,0.0,35992991.66480964,0.0,0.0,68094717.76275629,0.0,0.0,575500000.0,38.02763831280226
439,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,5,4,1,4,7,1,4,7,1,1,3,3,5,5,164592029.08386078,0.0,0.0,188010393.09593976,0.009225751050539566,7855859.176619638,91872112.58659852,0.008396511516954842,3785281.0923864,23285539.042562712,0.0009604952086765613,1386952.6242417747,153651534.6624236,0.038795483285419013,34746051.00822044,589200000.0,0.0
440,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,4,2,1,7,6,3,1,4,5,1,2,4,2,5,4,130459909.52246656,0.0,0.0,230921561.26747727,0.0,0.0,86597750.96145996,0.010962571595873941,4926179.427281731,26868211.33550129,0.0014883259644340892,2241364.084222548,167239345.8480196,0.06481205846630156,58207615.77058292,891600000.0,0.0
441,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,3,6,3,0,1,0,1,3,4,1,6,3,6,2,1,166672954.0019974,0.0,0.0,55015282.95548944,0.007091682219104935,16770161.003725383,75525700.32471325,0.0,0.0,30032276.640642032,0.0,0.0,106770262.84273942,0.0,0.0,1315200000.0,537.0837500840875
442,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,2,5,1,2,10,7,0,0,0,5,0,3,1,6,3,136343642.84171075,0.0,0.0,261585972.27610147,0.003101106266299287,2599856.7229275885,44508426.003413886,0.09747159565445283,44508426.003413886,21068617.1353041,0.0,0.0,151686590.56928384,0.05099648752068611,46599927.668614805,661800000.0,0.0
443,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,2,6,6,0,0,0,2,0,0,4,6,5,6,2,0,181635071.1423083,0.0,0.0,23203842.09289525,0.026849111816464197,23203842.09289525,22167818.198803753,0.0,0.0,39581182.89776003,0.0,0.0,74011736.27191554,0.0,0.0,1339800000.0,0.0
444,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,4,8,0,7,5,0,7,2,7,1,1,5,0,0,6,135122680.3738662,0.0,0.0,148478841.59446153,0.0,0.0,108572713.90717748,0.0,0.0,27791986.804033905,0.002108302032172722,3096244.1224901304,332913196.43987393,0.3189566531976973,292639524.0561499,571300000.0,0.0
445,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,3,4,9,8,0,6,2,4,6,2,1,6,0,0,1,1,263469256.26901025,0.0,0.0,126182200.62400013,0.0010794854148929306,7754821.555240839,93339195.83627465,0.0,0.0,19337348.34775413,0.0,0.0,361534474.8056819,0.04079648365853094,310604503.60513896,922300000.0,24952.508844371674
446,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,4,0,5,0,2,5,7,4,6,0,0,0,7,1,1,109584413.64186119,0.0,0.0,114011860.68859507,0.001051880703721113,7653783.933862039,113065055.38858135,0.0,0.0,14459959.359432625,0.0011224909192494989,14459959.359432625,108628166.34997386,0.0,0.0,92100000.0,1994.0646759858923
447,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,3,0,1,0,7,10,4,7,1,2,7,10,6,6,1,0,32694901.094161935,0.0,0.0,293696676.7108507,0.0,0.0,88907672.34606405,0.0,0.0,62334080.07167656,0.0,0.0,81794820.11990203,0.001492688103346965,10891657.39497913,742800000.0,822.7643440614559
448,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,4,2,5,2,2,4,1,1,10,7,0,5,5,184774060.56351072,0.0,0.0,163176187.09880802,0.0032059077669236444,2645887.5367583428,80254349.45521325,0.01131300837059702,5014562.316846031,50409558.56959816,0.0016263228841835158,2369039.7673342386,232530801.089585,0.16631394277447092,152467942.6409441,387000000.0,0.0
449,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,2,5,0,0,6,1,0,4,0,2,3,3,0,2,4,94979303.71425684,0.0,0.0,120688460.19483678,0.009225751050539566,7855859.176619638,37478782.71008761,0.024191330041048995,11075403.167781176,26372924.31264166,0.0,0.0,266329722.48634103,0.22240086265473188,203054353.99575895,1147700000.0,0.0
450,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,3,6,4,2,10,0,0,0,7,4,4,3,1,5,0,174191389.1976829,0.0,0.0,151861616.09336665,0.0011163982558677434,2599856.7229275885,63890464.84738572,0.02338835708913382,29668903.109063167,31845430.321649857,0.0,0.0,109567090.99061938,0.018358735507447002,46599927.668614805,1012800000.0,2638.23644082638
451,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,3,0,1,0,0,1,5,7,5,5,2,6,4,0,1,6,32694901.094161935,0.0,0.0,111978121.49927288,0.0017299711573154999,12292802.565896751,113756052.19718486,0.0,0.0,33478544.815998152,0.0,0.0,187692176.6954782,0.015725043708107386,121005104.38041684,1230600000.0,10442.803347505282
452,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,2,5,7,0,0,7,3,3,6,5,5,4,2,1,1,181186165.6944571,0.0,0.0,88865508.42998186,0.01808343928545491,15550058.159033203,89374385.29717618,0.0,0.0,37729292.17227027,0.0,0.0,83392239.46290807,0.0015133214764847004,1343928.660111631,916200000.0,0.0
453,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4,2,7,7,6,1,6,5,1,0,0,0,4,2,5,173820755.1778444,0.0,0.0,216066944.14176592,0.0,0.0,96005792.06789789,0.0,0.0,10454332.058245035,0.0024295116291482865,10454332.058245035,118579832.60587603,0.003559436512045466,8788624.711070053,371400000.0,747.3228177493344
454,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,3,2,6,6,5,2,1,5,0,0,1,0,4,1,3,6,181635071.1423083,0.0,0.0,158447840.84215504,0.0,0.0,28798397.130608946,0.0,0.0,17879229.400013436,0.00012573093977048024,1531940.6070487534,235358491.73650146,0.017541368108249463,132865563.03328255,1045200000.0,10517.16623688271
455,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,2,3,1,0,4,5,7,7,0,5,1,5,10,5,0,2,78453877.84187987,0.0,0.0,220518144.5181843,0.0,0.0,70656192.99188861,0.0,0.0,42705156.458429195,0.0,0.0,69299973.72589847,0.0,0.0,1592300000.0,0.0
456,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,4,2,5,1,1,1,6,4,7,0,2,7,3,5,5,156490049.99378717,0.0,0.0,129169495.85577388,0.012356800602731526,10468867.560641726,111587165.10475199,0.0,0.0,26077341.450797945,0.0021882229329709293,3492291.181047308,153651534.6624236,0.038795483285419013,34746051.00822044,1024800000.0,0.0
457,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,3,2,1,3,3,1,1,1,5,2,0,0,4,1,2,5,118999454.50282377,0.0,0.0,133890616.55286585,0.0,0.0,82086068.03659299,0.0012959759744625289,4885127.1067806585,13698208.749977306,0.00029497887021492,4003013.3878122545,157481748.15928024,0.008372014353605841,63357496.709260136,1268900000.0,5555.566038463942
458,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,2,4,3,1,2,4,1,7,2,2,1,0,1,2,6,7,137587437.176622,0.0,0.0,146673407.0796544,0.0,0.0,92262765.08401714,0.0,0.0,18242558.139383532,0.0005471728331376678,5384970.365132838,184896131.01587963,0.009415281157418505,56422328.48170506,953000000.0,3853.706249921099
459,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,2,4,1,1,3,2,6,1,10,1,0,1,7,1,6,6,123922014.83441225,0.0,0.0,173329410.61581492,0.0,0.0,95401401.58438621,0.0,0.0,21694493.479421623,5.5679644220715056e-05,624708.5440260209,141173435.21689308,0.003863200688605699,23533652.03139569,1894700000.0,1532.744490065132
460,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,3,4,4,0,1,0,5,7,2,5,5,6,4,3,1,6,102578836.07266891,0.0,0.0,104845577.3959478,0.000733485920990466,5160258.462571671,101234617.08095992,0.0,0.0,39988210.26788694,0.0,0.0,161250727.7970475,0.007708208505554054,57139604.73962015,1480800000.0,4714.933790144695
461,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,4,9,6,7,9,2,4,3,1,0,4,7,6,1,3,239352618.1720796,0.0,0.0,260470459.13908026,0.0,0.0,79764188.2348486,0.0,0.0,30886111.747597307,0.003180433373136536,4877722.169388859,111088040.59940842,0.0020435174168448723,1785287.2888778616,363800000.0,0.0
462,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,2,3,1,3,3,10,6,1,2,1,0,3,5,0,5,1,126829027.92959374,0.0,0.0,260144380.8737554,0.0,0.0,66791270.76076445,0.0003692293309759345,1114534.7489937365,25764016.433761224,0.0004974863489293371,5067933.947465284,222253054.46078402,0.025509775411003376,155958941.44932753,363800000.0,10309.17471181828
463,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1,6,0,3,8,1,7,5,7,6,0,0,0,3,7,95486976.46933737,0.0,0.0,193697813.65043676,0.00011215317059875124,611150.1286098596,121872393.88035336,0.0,0.0,12586457.998778107,0.0,0.0,261408413.72116047,0.02995922431826504,182176412.99894768,814600000.0,11564.703723674489
464,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,2,1,1,2,0,1,0,7,3,2,0,2,1,1,3,108385078.12519547,0.0,0.0,88921644.9677647,0.002232796511735487,5199713.445855177,79665367.65973872,0.011686939742664625,14829380.214712447,15173808.632728375,0.0,0.0,167917860.55555198,0.03350569487049505,84526648.20314468,795000000.0,3754.776697199488
465,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,3,3,0,2,1,5,0,6,2,5,6,8,7,1,1,9,83497824.69174261,0.0,0.0,102239144.84247297,0.0003595565718809916,2553825.909096834,96197621.79801805,0.0,0.0,55121128.58304478,0.0,0.0,144401348.41659802,0.004820328422015952,36665454.23458612,1374500000.0,3043.067887103811
